product,vendor,query,port,proto,ip,lat,lng,country,vulnerabilities,nmap_scan
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,174.66.86.245,33.68969999999999,-117.8502,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-174-66-86-245.oc.oc.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '174.66.86.245'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,69.26.136.193,34.058400000000006,-118.27799999999999,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '69-26-136-193.mxu.aerioconnect.net', 'type': 'PTR'}], 'addresses': {'ipv4': '69.26.136.193'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'closed', 'reason': 'conn-refused', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'open', 'reason': 'syn-ack', 'name': 'http', 'product': 'lighttpd', 'version': '', 'extrainfo': '', 'conf': '10', 'cpe': 'cpe:/a:lighttpd:lighttpd', 'script': {'http-server-header': 'HID-Web', 'http-title': 'Did not follow redirect to https://69-26-136-193.mxu.aerioconnect.net/'}}, 443: {'state': 'open', 'reason': 'syn-ack', 'name': 'http', 'product': 'lighttpd', 'version': '', 'extrainfo': '', 'conf': '10', 'cpe': 'cpe:/a:lighttpd:lighttpd', 'script': {'ssl-cert': 'Subject: commonName=VertX_EVO_V1000/organizationName=NAS/stateOrProvinceName=Wales/countryName=GB\nNot valid before: 2000-01-01T00:16:43\nNot valid after:  2019-12-31T00:16:43', 'ssl-date': 'TLS randomness does not represent time'}}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,69.119.3.150,40.876900000000006,-74.1433,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {'CVE-2018-19052': 'https://vulners.com/cve/CVE-2018-19052'}}","{'hostnames': [{'name': 'ool-45770396.dyn.optonline.net', 'type': 'PTR'}], 'addresses': {'ipv4': '69.119.3.150'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'closed', 'reason': 'conn-refused', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'open', 'reason': 'syn-ack', 'name': 'http', 'product': 'lighttpd', 'version': '1.4.39', 'extrainfo': '', 'conf': '10', 'cpe': 'cpe:/a:lighttpd:lighttpd:1.4.39', 'script': {'http-server-header': 'lighttpd/1.4.39', 'http-title': 'Linksys Smart Wi-Fi'}}, 443: {'state': 'open', 'reason': 'syn-ack', 'name': 'http', 'product': 'lighttpd', 'version': '1.4.39', 'extrainfo': '', 'conf': '10', 'cpe': 'cpe:/a:lighttpd:lighttpd:1.4.39', 'script': {'http-title': 'Linksys Smart Wi-Fi', 'ssl-cert': 'Subject: commonName=linksyssmartwifi.com/organizationName=Belkin International, Inc./stateOrProvinceName=California/countryName=US\nSubject Alternative Name: DNS:linksyssmartwifi.com, DNS:www.linksyssmartwifi.com, DNS:myrouter.local, DNS:EA6900.home.linksys.com\nNot valid before: 2017-07-19T18:28:49\nNot valid after:  2027-07-17T18:28:49', 'ssl-date': 'TLS randomness does not represent time'}}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,50.58.161.86,38.162800000000004,-85.52,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '50.58.161.86'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,173.195.78.157,37.79570000000001,-122.4209,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '173.195.78.157'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'closed', 'reason': 'conn-refused', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'open', 'reason': 'syn-ack', 'name': 'http', 'product': 'lighttpd', 'version': '', 'extrainfo': '', 'conf': '10', 'cpe': 'cpe:/a:lighttpd:lighttpd', 'script': {'http-server-header': 'HID-Web', 'http-title': 'Did not follow redirect to https://173.195.78.157/'}}, 443: {'state': 'open', 'reason': 'syn-ack', 'name': 'http', 'product': 'lighttpd', 'version': '', 'extrainfo': '', 'conf': '10', 'cpe': 'cpe:/a:lighttpd:lighttpd', 'script': {'http-auth': '\nHTTP/1.1 401 Unauthorized\\x0D\n  Digest qop=auth realm=Secure Access nonce=477120716e8e5dc0ff47e7df59972422\n', 'http-title': '401 - Unauthorized', 'ssl-cert': 'Subject: commonName=VertX_EVO_V1000/organizationName=NAS/stateOrProvinceName=Wales/countryName=GB\nNot valid before: 2000-01-01T00:02:35\nNot valid after:  2019-12-31T00:02:35', 'ssl-date': 'TLS randomness does not represent time'}}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,98.213.58.172,41.82480000000001,-89.7327,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'c-98-213-58-172.hsd1.il.comcast.net', 'type': 'PTR'}], 'addresses': {'ipv4': '98.213.58.172'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'filtered', 'reason': 'no-response', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'filtered', 'reason': 'no-response', 'name': 'http', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 443: {'state': 'filtered', 'reason': 'no-response', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,75.145.33.89,40.135700000000014,-79.9345,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '75-145-33-89-Pennsylvania.hfc.comcastbusiness.net', 'type': 'PTR'}], 'addresses': {'ipv4': '75.145.33.89'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,184.177.21.216,33.64510000000001,-117.6786,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-184-177-21-216.oc.oc.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '184.177.21.216'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,208.84.158.33,38.63040000000001,-90.2165,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '208.84.158.33'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'closed', 'reason': 'conn-refused', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'open', 'reason': 'syn-ack', 'name': 'http', 'product': 'Boa HTTPd', 'version': '0.94.13', 'extrainfo': '', 'conf': '10', 'cpe': 'cpe:/a:boa:boa:0.94.13', 'script': {'http-auth': '\nHTTP/1.0 401 Unauthorized\\x0D\n  Basic realm=/\n', 'http-server-header': 'Boa/0.94.13', 'http-title': '401 Unauthorized'}}, 443: {'state': 'closed', 'reason': 'conn-refused', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,134.114.114.72,35.19810000000001,-111.6513,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '134.114.114.72'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'filtered', 'reason': 'no-response', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'open', 'reason': 'syn-ack', 'name': 'http', 'product': 'Boa HTTPd', 'version': '0.94.13', 'extrainfo': '', 'conf': '10', 'cpe': 'cpe:/a:boa:boa:0.94.13', 'script': {'http-auth': '\nHTTP/1.0 401 Unauthorized\\x0D\n  Basic realm=/\n', 'http-server-header': 'Boa/0.94.13', 'http-title': '401 Unauthorized'}}, 443: {'state': 'closed', 'reason': 'conn-refused', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,50.202.175.66,40.1095,-88.2123,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '50-202-175-66-static.hfc.comcastbusiness.net', 'type': 'PTR'}], 'addresses': {'ipv4': '50.202.175.66'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'filtered', 'reason': 'no-response', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'filtered', 'reason': 'no-response', 'name': 'http', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 443: {'state': 'filtered', 'reason': 'no-response', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,108.166.138.234,41.48670000000001,-90.5725,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '108-166-138-234.client.mchsi.com', 'type': 'PTR'}], 'addresses': {'ipv4': '108.166.138.234'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'filtered', 'reason': 'no-response', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'filtered', 'reason': 'no-response', 'name': 'http', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 443: {'state': 'filtered', 'reason': 'no-response', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,96.57.84.243,37.751000000000005,-97.822,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'ool-603954f3.static.optonline.net', 'type': 'PTR'}], 'addresses': {'ipv4': '96.57.84.243'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,71.192.74.151,42.085800000000006,-70.9999,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'c-71-192-74-151.hsd1.ma.comcast.net', 'type': 'PTR'}], 'addresses': {'ipv4': '71.192.74.151'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,213.165.184.155,35.86670000000001,14.513100000000009,Malta,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'c184-155.i02-7.onvol.net', 'type': 'PTR'}], 'addresses': {'ipv4': '213.165.184.155'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,104.166.243.151,41.6139,-93.7855,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '104-166-243-151.client.mchsi.com', 'type': 'PTR'}], 'addresses': {'ipv4': '104.166.243.151'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,73.214.89.118,40.4067,-80.1108,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'c-73-214-89-118.hsd1.pa.comcast.net', 'type': 'PTR'}], 'addresses': {'ipv4': '73.214.89.118'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,174.66.86.163,33.68969999999999,-117.8502,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-174-66-86-163.oc.oc.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '174.66.86.163'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,208.84.158.27,38.63040000000001,-90.2165,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '208.84.158.27'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,98.190.156.99,33.40629999999999,-112.0262,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-98-190-156-99.ph.ph.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '98.190.156.99'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,98.190.156.100,33.40629999999999,-112.0262,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-98-190-156-100.ph.ph.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '98.190.156.100'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,98.190.156.101,33.40629999999999,-112.0262,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-98-190-156-101.ph.ph.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '98.190.156.101'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,174.67.190.77,33.50909999999999,-112.0265,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-174-67-190-77.ph.ph.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '174.67.190.77'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,50.106.57.155,47.72049999999999,-122.2067,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '50.106.57.155'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,72.194.227.123,33.631,-112.0939,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-72-194-227-123.ph.ph.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '72.194.227.123'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,220.215.153.10,35.6155,139.6243,Japan,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'h220-215-153-010.ms01.itscom.jp', 'type': 'PTR'}], 'addresses': {'ipv4': '220.215.153.10'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,64.255.150.77,46.89920000000001,-98.7458,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'static-block-150-77.daktel.net', 'type': 'PTR'}], 'addresses': {'ipv4': '64.255.150.77'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,70.184.66.74,33.6054,-117.66749999999999,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-70-184-66-74.oc.oc.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '70.184.66.74'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,64.255.150.78,46.89920000000001,-98.7458,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'static-block-150-78.daktel.net', 'type': 'PTR'}], 'addresses': {'ipv4': '64.255.150.78'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,24.249.34.113,33.47819999999999,-117.7064,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-24-249-34-113.oc.oc.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '24.249.34.113'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,173.46.249.8,41.72970000000001,-93.6058,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'fild-dhcp-173-46-249-8.bloombb.net', 'type': 'PTR'}], 'addresses': {'ipv4': '173.46.249.8'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,69.71.163.50,43.0839,-106.3976,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '69-71-163-50.mammothnetworks.com', 'type': 'PTR'}], 'addresses': {'ipv4': '69.71.163.50'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,64.91.69.120,45.81039999999999,-90.9062,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '64-91-69-120.stat.centurytel.net', 'type': 'PTR'}], 'addresses': {'ipv4': '64.91.69.120'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,207.118.224.242,43.3938,-89.3968,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '207-118-224-242.dyn.centurytel.net', 'type': 'PTR'}], 'addresses': {'ipv4': '207.118.224.242'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'filtered', 'reason': 'no-response', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'filtered', 'reason': 'no-response', 'name': 'http', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 443: {'state': 'filtered', 'reason': 'no-response', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,64.91.69.122,45.81039999999999,-90.9062,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': None}","{'hostnames': [{'name': '64-91-69-122.stat.centurytel.net', 'type': 'PTR'}], 'addresses': {'ipv4': '64.91.69.122'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,64.91.69.123,45.81039999999999,-90.9062,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '64-91-69-123.stat.centurytel.net', 'type': 'PTR'}], 'addresses': {'ipv4': '64.91.69.123'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,64.91.69.124,45.81039999999999,-90.9062,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': None}","{'hostnames': [{'name': '64-91-69-124.stat.centurytel.net', 'type': 'PTR'}], 'addresses': {'ipv4': '64.91.69.124'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,173.46.227.8,41.15870000000001,-96.1385,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'cm-dhcp-173-46-227-8.bloombb.net', 'type': 'PTR'}], 'addresses': {'ipv4': '173.46.227.8'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,85.163.46.187,50.0,16.233300000000014,Czech Republic,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '85.163.46.187'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,50.79.144.150,37.751000000000005,-97.822,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '50-79-144-150-static.hfc.comcastbusiness.net', 'type': 'PTR'}], 'addresses': {'ipv4': '50.79.144.150'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,184.190.30.166,33.5256,-117.6191,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'wsip-184-190-30-166.oc.oc.cox.net', 'type': 'PTR'}], 'addresses': {'ipv4': '184.190.30.166'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'filtered', 'reason': 'no-response', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'filtered', 'reason': 'no-response', 'name': 'http', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 443: {'state': 'filtered', 'reason': 'no-response', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,68.190.153.218,43.9102,-91.2432,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '68-190-153-218.dhcp.eucl.wi.charter.com', 'type': 'PTR'}], 'addresses': {'ipv4': '68.190.153.218'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'filtered', 'reason': 'no-response', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'filtered', 'reason': 'no-response', 'name': 'http', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 443: {'state': 'filtered', 'reason': 'no-response', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,75.24.57.169,37.751000000000005,-97.822,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '75-24-57-169.lightspeed.rcsntx.sbcglobal.net', 'type': 'PTR'}], 'addresses': {'ipv4': '75.24.57.169'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,65.49.240.8,42.2405,-85.4842,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'gull-dhcp-65-49-240-8.bloombb.net', 'type': 'PTR'}], 'addresses': {'ipv4': '65.49.240.8'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'closed', 'reason': 'conn-refused', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'filtered', 'reason': 'host-unreach', 'name': 'http', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 443: {'state': 'filtered', 'reason': 'host-unreach', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,65.49.240.9,42.2405,-85.4842,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'gull-dhcp-65-49-240-9.bloombb.net', 'type': 'PTR'}], 'addresses': {'ipv4': '65.49.240.9'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}, 'tcp': {22: {'state': 'closed', 'reason': 'conn-refused', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 80: {'state': 'filtered', 'reason': 'host-unreach', 'name': 'http', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}, 443: {'state': 'filtered', 'reason': 'host-unreach', 'name': 'https', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,24.220.148.203,43.47110000000001,-96.597,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '24-220-148-203-dynamic.midco.net', 'type': 'PTR'}], 'addresses': {'ipv4': '24.220.148.203'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,50.240.165.68,41.971300000000014,-87.7981,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': '50-240-165-68-static.hfc.comcastbusiness.net', 'type': 'PTR'}], 'addresses': {'ipv4': '50.240.165.68'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,66.207.8.45,41.40459999999999,-91.0321,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'cbl-dhcp-8-045.machlink.com', 'type': 'PTR'}], 'addresses': {'ipv4': '66.207.8.45'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
VertX Door Controllers,HID,"""HID VertX"" port:4070",4070,vertx-edge,75.61.208.219,33.64859999999999,-117.9186,United States,"{'shodan_vulnerabilities': None, 'vulners_vulnerabilities': {}}","{'hostnames': [{'name': 'adsl-75-61-208-219.dsl.irvnca.sbcglobal.net', 'type': 'PTR'}], 'addresses': {'ipv4': '75.61.208.219'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'user-set'}}"
